Points_0,Points_1,Points_2,U_0,U_1,U_2,p
2,2.5,25.05,-0.000127793,0.00591386,-0.00122417,269.452
2,2.5,25.08,-0.000114738,0.00538424,-0.00103547,269.452
2,2.5,25.11,-0.000101699,0.0048548,-0.00084679,269.452
2,2.5,25.14,-8.86687e-05,0.00432546,-0.000658134,269.452
2,2.5,25.17,-6.98934e-05,0.00381327,-0.000565216,269.452
2,2.5,25.2,-6.34165e-05,0.00348854,-0.000461838,269.452
2,2.5,25.23,-5.54889e-05,0.00314385,-0.000336502,269.452
2,2.5,25.26,-4.23145e-05,0.00278754,-0.000237061,269.452
2,2.5,25.29,-3.06539e-05,0.00245194,-0.000199762,269.452
2,2.5,25.32,-3.72172e-05,0.00219872,-0.00017691,269.451
2,2.5,25.35,-3.52223e-05,0.00192415,-0.000122643,269.451
2,2.5,25.38,-3.44588e-05,0.00173756,-8.66007e-05,269.451
2,2.5,25.41,-3.38404e-05,0.00154923,-5.10373e-05,269.451
2,2.5,25.44,-3.31929e-05,0.00135724,-1.78991e-05,269.451
2,2.5,25.47,-3.04117e-05,0.00116932,3.86191e-06,269.451
2,2.5,25.5,-2.35448e-05,0.000999281,8.61069e-06,269.451
2,2.5,25.53,-1.62236e-05,0.000825192,1.31781e-05,269.451
2,2.5,25.56,-8.58354e-06,0.000663211,2.17751e-05,269.451
2,2.5,25.59,-3.67864e-06,0.000563738,2.2651e-05,269.451
2,2.5,25.62,-8.66071e-07,0.000477648,2.10364e-05,269.451
2,2.5,25.65,7.13109e-07,0.000394024,1.84357e-05,269.45
2,2.5,25.68,2.29544e-06,0.000330563,1.68534e-05,269.45
2,2.5,25.71,3.85496e-06,0.000269922,1.53324e-05,269.45
2,2.5,25.74,5.27453e-06,0.000218499,1.68679e-05,269.45
2,2.5,25.77,6.49462e-06,0.000178928,1.52406e-05,269.45
2,2.5,25.8,7.69882e-06,0.00013852,1.33784e-05,269.45
2,2.5,25.83,8.23919e-06,9.93152e-05,1.04146e-05,269.45
2,2.5,25.86,8.55135e-06,6.87234e-05,8.84379e-06,269.45
2,2.5,25.89,8.82726e-06,4.31779e-05,8.19552e-06,269.45
2,2.5,25.92,8.89965e-06,2.33146e-05,6.76787e-06,269.45
2,2.5,25.95,8.82142e-06,1.07861e-05,7.15404e-06,269.45
2,2.5,25.98,8.75462e-06,-1.61357e-06,7.58318e-06,269.45
2,2.5,26.01,8.6877e-06,-1.40128e-05,8.00824e-06,269.45
2,2.5,26.04,8.61652e-06,-2.66002e-05,7.51562e-06,269.45
2,2.5,26.07,8.19637e-06,-3.09224e-05,6.95035e-06,269.45
2,2.5,26.1,7.75646e-06,-3.37667e-05,5.85816e-06,269.45
2,2.5,26.13,7.25278e-06,-3.6587e-05,4.55843e-06,269.45
2,2.5,26.16,6.74907e-06,-3.94074e-05,3.25861e-06,269.45
2,2.5,26.19,6.29053e-06,-4.18832e-05,2.12868e-06,269.45
2,2.5,26.22,6.02201e-06,-4.29092e-05,1.71337e-06,269.45
2,2.5,26.25,5.75347e-06,-4.39353e-05,1.29804e-06,269.45
2,2.5,26.28,5.41756e-06,-4.48725e-05,7.66941e-07,269.45
2,2.5,26.31,5.117e-06,-4.55894e-05,2.62437e-08,269.45
2,2.5,26.34,4.57361e-06,-4.47654e-05,1.46068e-06,269.45
2,2.5,26.37,4.27918e-06,-4.32297e-05,1.8518e-06,269.45
2,2.5,26.4,4.01229e-06,-4.13986e-05,2.09697e-06,269.45
2,2.5,26.43,3.76062e-06,-3.93314e-05,2.11893e-06,269.45
2,2.5,26.46,3.50896e-06,-3.72644e-05,2.14088e-06,269.45
2,2.5,26.49,3.29246e-06,-3.51818e-05,2.59605e-06,269.45
2,2.5,26.52,3.04637e-06,-3.31902e-05,2.01592e-06,269.45
2,2.5,26.55,2.77423e-06,-3.12102e-05,1.60921e-06,269.45
2,2.5,26.58,2.50843e-06,-2.92544e-05,1.2087e-06,269.45
2,2.5,26.61,2.25036e-06,-2.73281e-05,8.15738e-07,269.45
2,2.5,26.64,2.00053e-06,-2.54192e-05,1.7576e-07,269.45
2,2.5,26.67,1.83269e-06,-2.38498e-05,1.09596e-07,269.45
2,2.5,26.7,1.67074e-06,-2.23491e-05,1.21998e-07,269.45
2,2.5,26.73,1.51089e-06,-2.086e-05,1.26616e-07,269.45
2,2.5,26.76,1.35099e-06,-1.93728e-05,1.30173e-07,269.45
2,2.5,26.79,1.17137e-06,-1.77278e-05,1.02377e-07,269.45
2,2.5,26.82,1.08217e-06,-1.66262e-05,2.7186e-07,269.45
2,2.5,26.85,9.81334e-07,-1.54071e-05,3.02886e-07,269.45
2,2.5,26.88,8.93842e-07,-1.41062e-05,2.79023e-07,269.45
2,2.5,26.91,8.05932e-07,-1.28021e-05,2.538e-07,269.45
2,2.5,26.94,7.24174e-07,-1.15936e-05,2.50647e-07,269.45
2,2.5,26.97,6.54917e-07,-1.0634e-05,3.04912e-07,269.45
2,2.5,27,5.6845e-07,-9.61768e-06,2.40205e-07,269.45
2,2.5,27.03,5.08423e-07,-8.6061e-06,6.55063e-08,269.45
2,2.5,27.06,4.62882e-07,-7.83263e-06,3.0507e-08,269.45
2,2.5,27.09,4.46007e-07,-7.2693e-06,-9.62364e-08,269.45
2,2.5,27.12,4.17753e-07,-6.61357e-06,-5.6198e-08,269.45
2,2.5,27.15,3.886e-07,-5.94922e-06,-3.13985e-09,269.45
2,2.5,27.18,3.45393e-07,-5.39411e-06,-3.27092e-10,269.45
2,2.5,27.21,2.94209e-07,-4.86698e-06,-4.04851e-09,269.45
2,2.5,27.24,2.32484e-07,-4.33618e-06,-6.31216e-09,269.45
2,2.5,27.27,1.89449e-07,-3.83058e-06,1.11447e-08,269.45
2,2.5,27.3,1.61162e-07,-3.40957e-06,7.28735e-09,269.45
2,2.5,27.33,1.332e-07,-3.00772e-06,-1.12663e-08,269.45
2,2.5,27.36,1.05148e-07,-2.60617e-06,-3.03908e-08,269.45
2,2.5,27.39,9.20916e-08,-2.31995e-06,-3.23984e-08,269.45
2,2.5,27.42,8.09998e-08,-2.03711e-06,-2.65756e-08,269.45
2,2.5,27.45,6.94799e-08,-1.80813e-06,-2.83932e-08,269.45
2,2.5,27.48,5.8731e-08,-1.61878e-06,-2.04513e-08,269.45
2,2.5,27.51,5.13705e-08,-1.46321e-06,-1.45067e-08,269.45
2,2.5,27.54,4.35554e-08,-1.30888e-06,-1.80522e-08,269.45
2,2.5,27.57,3.58096e-08,-1.15362e-06,-2.16311e-08,269.45
2,2.5,27.6,2.80944e-08,-9.97936e-07,-2.52254e-08,269.45
2,2.5,27.63,2.15681e-08,-8.8021e-07,-1.70881e-08,269.45
2,2.5,27.66,1.5148e-08,-7.65479e-07,-7.98943e-09,269.45
2,2.5,27.69,8.75508e-09,-6.50619e-07,1.15015e-09,269.45
2,2.5,27.72,4.65657e-09,-5.4582e-07,5.28683e-09,269.45
2,2.5,27.75,1.85132e-09,-4.63818e-07,-3.27513e-09,269.45
2,2.5,27.78,-4.53913e-11,-4.04018e-07,-8.10976e-09,269.45
2,2.5,27.81,-1.29997e-09,-3.59106e-07,-9.97818e-09,269.45
2,2.5,27.84,-2.24227e-09,-3.16222e-07,-9.73536e-09,269.45
2,2.5,27.87,-2.94917e-09,-2.74326e-07,-7.87433e-09,269.45
2,2.5,27.9,-3.66176e-09,-2.32091e-07,-6.00135e-09,269.45
2,2.5,27.93,-4.36301e-09,-1.93358e-07,-4.39175e-09,269.45
2,2.5,27.96,-5.03146e-09,-1.63202e-07,-3.41242e-09,269.45
2,2.5,27.99,-5.70003e-09,-1.33038e-07,-2.43284e-09,269.45
2,2.5,28.02,-6.3689e-09,-1.02856e-07,-1.45263e-09,269.45
2,2.5,28.05,-7.02816e-09,-7.1902e-08,-5.51064e-10,269.45
2,2.5,28.08,-6.82415e-09,-5.7054e-08,-7.86533e-10,269.45
2,2.5,28.11,-6.42418e-09,-4.52909e-08,-8.02092e-10,269.45
2,2.5,28.14,-6.02438e-09,-3.35246e-08,-8.17549e-10,269.45
2,2.5,28.17,-5.70148e-09,-2.22269e-08,-5.80364e-10,269.45
2,2.5,28.2,-5.65983e-09,-1.27247e-08,5.8642e-10,269.45
2,2.5,28.23,-5.41843e-09,-3.19945e-09,2.06092e-09,269.45
2,2.5,28.26,-5.17893e-09,4.10323e-09,2.4559e-09,269.45
2,2.5,28.29,-4.84019e-09,8.12731e-09,1.78819e-09,269.45
2,2.5,28.32,-4.45708e-09,1.19592e-08,1.01677e-09,269.45
2,2.5,28.35,-4.09585e-09,1.51805e-08,4.82651e-10,269.45
2,2.5,28.38,-3.79991e-09,1.6896e-08,8.07307e-10,269.45
2,2.5,28.41,-3.51321e-09,1.8551e-08,1.09603e-09,269.45
2,2.5,28.44,-3.21284e-09,1.9531e-08,1.52709e-09,269.45
2,2.5,28.47,-3.01729e-09,1.9796e-08,1.52045e-09,269.45
2,2.5,28.5,-2.82357e-09,2.00633e-08,1.50296e-09,269.45
2,2.5,28.53,-2.62977e-09,2.03305e-08,1.48617e-09,269.45
2,2.5,28.56,-2.43575e-09,2.05977e-08,1.4714e-09,269.45
2,2.5,28.59,-2.24007e-09,2.08626e-08,1.4737e-09,269.45
2,2.5,28.62,-2.05439e-09,2.04001e-08,1.65333e-09,269.45
2,2.5,28.65,-1.86043e-09,1.93627e-08,1.65903e-09,269.45
2,2.5,28.68,-1.66865e-09,1.83207e-08,1.65962e-09,269.45
2,2.5,28.71,-1.47689e-09,1.72788e-08,1.66021e-09,269.45
2,2.5,28.74,-1.28511e-09,1.62368e-08,1.6608e-09,269.45
2,2.5,28.77,-1.16419e-09,1.55078e-08,1.73945e-09,269.45
2,2.5,28.8,-1.06399e-09,1.48703e-08,1.84091e-09,269.45
2,2.5,28.83,-9.63778e-10,1.42327e-08,1.94238e-09,269.45
2,2.5,28.86,-8.63567e-10,1.35952e-08,2.04385e-09,269.45
2,2.5,28.89,-7.58457e-10,1.29099e-08,2.12774e-09,269.45
2,2.5,28.92,-6.99603e-10,1.20711e-08,2.03569e-09,269.45
2,2.5,28.95,-6.46864e-10,1.12138e-08,1.95697e-09,269.45
2,2.5,28.98,-5.94092e-10,1.03567e-08,1.87815e-09,269.45
2,2.5,29.01,-5.41306e-10,9.49958e-09,1.79929e-09,269.45
2,2.5,29.04,-4.60548e-10,8.59745e-09,1.68207e-09,269.45
2,2.5,29.07,-4.21638e-10,7.81639e-09,1.70924e-09,269.45
2,2.5,29.1,-3.71598e-10,7.14818e-09,1.64085e-09,269.45
2,2.5,29.13,-3.29446e-10,6.54209e-09,1.58642e-09,269.45
2,2.5,29.16,-2.96486e-10,6.03744e-09,1.5361e-09,269.45
2,2.5,29.19,-2.63886e-10,5.54473e-09,1.46177e-09,269.45
2,2.5,29.22,-2.40412e-10,5.14022e-09,1.37751e-09,269.45
2,2.5,29.25,-2.19249e-10,4.75727e-09,1.30136e-09,269.45
2,2.5,29.28,-1.96528e-10,4.36454e-09,1.31811e-09,269.45
2,2.5,29.31,-1.7333e-10,3.9677e-09,1.33999e-09,269.45
2,2.5,29.34,-1.55856e-10,3.62552e-09,1.26348e-09,269.45
2,2.5,29.37,-1.40956e-10,3.30774e-09,1.14408e-09,269.45
2,2.5,29.4,-1.27376e-10,3.00007e-09,1.04632e-09,269.45
2,2.5,29.43,-1.13024e-10,2.75052e-09,9.7942e-10,269.45
2,2.5,29.46,-1.00858e-10,2.52193e-09,9.30785e-10,269.45
2,2.5,29.49,-8.5884e-11,2.24039e-09,9.17344e-10,269.45
2,2.5,29.52,-7.52494e-11,1.97893e-09,8.70421e-10,269.45
2,2.5,29.55,-6.4047e-11,1.7662e-09,7.83486e-10,269.45
2,2.5,29.58,-5.22828e-11,1.59968e-09,6.95075e-10,269.45
2,2.5,29.61,-4.22064e-11,1.43154e-09,6.49544e-10,269.45
2,2.5,29.64,-3.27137e-11,1.27448e-09,6.06858e-10,269.45
2,2.5,29.67,-2.37125e-11,1.15496e-09,5.54022e-10,269.45
2,2.5,29.7,-1.66205e-11,1.01952e-09,5.02444e-10,269.45
2,2.5,29.73,-8.48481e-12,8.74501e-10,4.46736e-10,269.45
2,2.5,29.76,-9.1315e-12,7.42263e-10,3.67241e-10,269.45
2,2.5,29.79,-8.14004e-12,6.43361e-10,2.92928e-10,269.45
2,2.5,29.82,-7.07566e-12,5.38623e-10,2.3802e-10,269.45
2,2.5,29.85,-3.46165e-12,4.49835e-10,1.96739e-10,269.45
2,2.5,29.88,-8.36257e-14,3.82211e-10,1.5961e-10,269.45
2,2.5,29.91,2.78614e-12,2.93824e-10,1.16566e-10,269.45
2,2.5,29.94,5.66513e-12,2.05041e-10,7.33235e-11,269.45
2,2.5,29.97,7.13779e-12,9.81039e-11,2.97193e-11,269.45
2,2.5,30,3.49227e-25,4.79988e-24,1.45406e-24,269.45
