Points_0,Points_1,Points_2,U_0,U_1,U_2,U_Magnitude,p
0,0,28.23,-0.00250632,-0.00579363,6.72042,6.72043,-1762.86
0,0,28.26,-0.00308991,-0.00561053,6.73135,6.73135,-1763.91
0,0,28.29,-0.00356818,-0.00576181,6.75583,6.75583,-1764.93
0,0,28.32,-0.00356486,-0.00445208,6.74994,6.74995,-1766.01
0,0,28.35,-0.00292053,-0.00196657,6.72174,6.72174,-1767.16
0,0,28.38,-0.00360823,-0.000523723,6.73218,6.73218,-1768.22
0,0,28.41,-0.00281031,0.00184918,6.74016,6.74017,-1769.49
0,0,28.44,-0.00152056,0.00350186,6.71317,6.71317,-1770.7
0,0,28.47,-0.000692444,0.00491481,6.73541,6.73542,-1771.78
0,0,28.5,3.38733e-05,0.00627818,6.76823,6.76823,-1772.84
0,0,28.53,0.000435452,0.00662009,6.7639,6.7639,-1773.87
0,0,28.56,0.000672201,0.00600183,6.73637,6.73637,-1774.9
0,0,28.59,0.000676639,0.0056239,6.71764,6.71765,-1775.94
0,0,28.62,-0.000537949,0.00635668,6.74021,6.74021,-1777.03
0,0,28.65,-0.00209082,0.00581937,6.74437,6.74437,-1778.22
0,0,28.68,-0.00234747,0.00389722,6.74695,6.74695,-1779.23
0,0,28.71,-0.00211763,0.0015945,6.72336,6.72336,-1780.16
0,0,28.74,-0.00223837,-0.000346752,6.72603,6.72603,-1781.21
0,0,28.77,-0.00266649,-0.00194259,6.74224,6.74224,-1782.36
0,0,28.8,-0.00321572,-0.00383969,6.73853,6.73853,-1783.5
0,0,28.83,-0.00390206,-0.00500314,6.73236,6.73236,-1784.6
0,0,28.86,-0.00424567,-0.00624876,6.70717,6.70718,-1785.69
0,0,28.89,-0.00501216,-0.00716617,6.72502,6.72502,-1786.73
0,0,28.92,-0.00537801,-0.0069492,6.71559,6.7156,-1787.81
0,0,28.95,-0.00609723,-0.00579789,6.7182,6.7182,-1788.93
0,0,28.98,-0.00563138,-0.00415439,6.70245,6.70245,-1790.15
0,0,29.01,-0.00567968,-0.00332831,6.70612,6.70612,-1791.22
0,0,29.04,-0.00516687,-0.00246756,6.70918,6.70918,-1792.32
0,0,29.07,-0.00411658,-0.00175907,6.71411,6.71411,-1793.43
0,0,29.1,-0.00308749,-0.00124843,6.72211,6.72212,-1794.48
0,0,29.13,-0.00195276,-0.00132755,6.71587,6.71587,-1795.51
0,0,29.16,-0.000809056,-0.00115423,6.7431,6.7431,-1796.6
0,0,29.19,0.000307268,-0.00104411,6.75877,6.75877,-1797.7
0,0,29.22,0.00141974,-0.000952507,6.77345,6.77345,-1798.79
0,0,29.25,0.00208225,-0.00101408,6.77633,6.77633,-1799.86
0,0,29.28,0.00264073,-0.00168188,6.76359,6.76359,-1800.92
0,0,29.31,0.00300394,-0.00242485,6.74454,6.74454,-1801.93
0,0,29.34,0.00318534,-0.00319847,6.72695,6.72695,-1802.96
0,0,29.37,0.00285031,-0.00375135,6.73984,6.73984,-1803.99
0,0,29.4,0.00317415,-0.00420324,6.73911,6.73911,-1805.12
0,0,29.43,0.0029595,-0.00428145,6.74234,6.74234,-1806.28
0,0,29.46,0.00227029,-0.00441122,6.76395,6.76396,-1807.54
0,0,29.49,0.000443174,-0.00445756,6.74736,6.74736,-1808.8
0,0,29.52,-0.000870506,-0.00579236,6.76734,6.76734,-1809.96
0,0,29.55,-0.00243683,-0.00815309,6.75399,6.75399,-1811.01
0,0,29.58,-0.0039199,-0.00964555,6.77553,6.77553,-1812.25
0,0,29.61,-0.00424967,-0.00841661,6.76801,6.76802,-1813.37
0,0,29.64,-0.00531976,-0.00760678,6.78836,6.78836,-1814.48
0,0,29.67,-0.0052114,-0.00539797,6.80529,6.80529,-1815.82
0,0,29.7,-0.00410132,-0.00609267,6.81835,6.81835,-1816.8
0,0,29.73,-0.000291893,-0.00751109,6.82415,6.82416,-1817.91
0,0,29.76,-5.58881e-05,-0.00453132,6.88317,6.88317,-1819.15
0,0,29.79,0.00132326,-0.00277008,6.91384,6.91384,-1820.34
0,0,29.82,0.00161446,-0.000676965,6.92243,6.92243,-1821.5
0,0,29.85,0.001759,0.000464883,6.95266,6.95266,-1822.64
0,0,29.88,0.00270671,0.00187237,7.00929,7.00929,-1823.71
0,0,29.91,0.000884733,0.00119844,7.02531,7.02531,-1824.74
0,0,29.94,0.00333233,0.00345694,7.02778,7.02778,-1826.43
0,0,29.97,0.00596577,0.00572261,7.00308,7.00308,-1828.09
0,0,30,0.0061447,0.00505064,7.03383,7.03384,-1829.09
