Points_0,Points_1,Points_2,U_0,U_1,U_2,U_Magnitude,p
0,0,0,0,0,0,0,-1361.46
0,0,0.03,4.91424e-12,2.66483e-11,1.04186e-10,1.07652e-10,-1361.46
0,0,0.06,5.80853e-12,3.46835e-11,1.83562e-10,1.86901e-10,-1361.46
0,0,0.09,7.48237e-12,4.42638e-11,2.57871e-10,2.6175e-10,-1361.46
0,0,0.12,1.08496e-11,5.33294e-11,3.28747e-10,3.33221e-10,-1361.46
0,0,0.15,1.38769e-11,6.06685e-11,3.98615e-10,4.03445e-10,-1361.46
0,0,0.18,1.45993e-11,6.6172e-11,4.81996e-10,4.86736e-10,-1361.46
0,0,0.21,1.57772e-11,7.35779e-11,5.64283e-10,5.69279e-10,-1361.46
0,0,0.24,1.9695e-11,7.73511e-11,6.59297e-10,6.64111e-10,-1361.46
0,0,0.27,2.22096e-11,8.09062e-11,7.60627e-10,7.6524e-10,-1361.46
0,0,0.3,2.35651e-11,8.37126e-11,8.5489e-10,8.59302e-10,-1361.46
0,0,0.33,2.23089e-11,8.51249e-11,9.48061e-10,9.52137e-10,-1361.46
0,0,0.36,1.86581e-11,8.67802e-11,1.04087e-09,1.04465e-09,-1361.46
0,0,0.39,1.50463e-11,8.88064e-11,1.12602e-09,1.12962e-09,-1361.46
0,0,0.42,1.42296e-11,9.451e-11,1.22215e-09,1.22588e-09,-1361.46
0,0,0.45,1.47213e-11,1.00167e-10,1.34528e-09,1.34908e-09,-1361.46
0,0,0.48,1.31397e-11,1.08066e-10,1.45232e-09,1.45639e-09,-1361.46
0,0,0.51,6.017e-12,1.08701e-10,1.54604e-09,1.54987e-09,-1361.46
0,0,0.54,-1.03536e-12,1.03594e-10,1.63456e-09,1.63784e-09,-1361.46
0,0,0.57,-1.09773e-11,1.03698e-10,1.73924e-09,1.74236e-09,-1361.46
0,0,0.6,-2.1193e-11,9.91991e-11,1.86494e-09,1.8677e-09,-1361.46
0,0,0.63,-3.13099e-11,9.58091e-11,1.98181e-09,1.98437e-09,-1361.46
0,0,0.66,-3.89089e-11,9.51451e-11,2.10728e-09,2.10979e-09,-1361.46
0,0,0.69,-4.12088e-11,8.71877e-11,2.27075e-09,2.2728e-09,-1361.46
0,0,0.72,-4.5386e-11,8.05993e-11,2.42102e-09,2.42279e-09,-1361.46
0,0,0.75,-3.99728e-11,6.8714e-11,2.61934e-09,2.62055e-09,-1361.46
0,0,0.78,-3.55202e-11,5.66056e-11,2.81604e-09,2.81683e-09,-1361.46
0,0,0.81,-3.36434e-11,4.57448e-11,2.98236e-09,2.9829e-09,-1361.46
0,0,0.84,-3.54832e-11,3.95096e-11,3.07716e-09,3.07761e-09,-1361.46
0,0,0.87,-4.45186e-11,3.47016e-11,3.13405e-09,3.13456e-09,-1361.46
0,0,0.9,-5.37786e-11,3.00764e-11,3.18761e-09,3.18821e-09,-1361.46
0,0,0.93,-5.55169e-11,2.47952e-11,3.27657e-09,3.27713e-09,-1361.46
0,0,0.96,-5.97648e-11,1.85888e-11,3.36933e-09,3.36991e-09,-1361.46
0,0,0.99,-6.54255e-11,1.15773e-11,3.49105e-09,3.49168e-09,-1361.46
0,0,1.02,-6.51202e-11,2.24574e-12,3.65516e-09,3.65574e-09,-1361.46
0,0,1.05,-6.53828e-11,-1.94701e-12,3.76233e-09,3.7629e-09,-1361.46
0,0,1.08,-6.52776e-11,-5.57626e-12,3.86311e-09,3.86366e-09,-1361.46
0,0,1.11,-6.68182e-11,-2.15289e-12,3.92231e-09,3.92288e-09,-1361.46
0,0,1.14,-7.09498e-11,6.12027e-12,3.95503e-09,3.95567e-09,-1361.46
0,0,1.17,-7.13612e-11,1.32295e-11,4.00474e-09,4.0054e-09,-1361.46
0,0,1.2,-6.25932e-11,2.35687e-11,4.11279e-09,4.11334e-09,-1361.46
0,0,1.23,-4.99738e-11,2.86772e-11,4.27932e-09,4.27971e-09,-1361.46
0,0,1.26,-4.20597e-11,3.57047e-11,4.43198e-09,4.43233e-09,-1361.46
0,0,1.29,-4.69725e-11,3.86403e-11,4.5661e-09,4.5665e-09,-1361.46
0,0,1.32,-5.54889e-11,3.92175e-11,4.66517e-09,4.66567e-09,-1361.46
0,0,1.35,-6.87433e-11,4.54759e-11,4.7446e-09,4.74532e-09,-1361.46
0,0,1.38,-8.46139e-11,5.0457e-11,4.82584e-09,4.82684e-09,-1361.46
0,0,1.41,-1.03111e-10,5.21422e-11,4.91302e-09,4.91438e-09,-1361.46
0,0,1.44,-1.07971e-10,5.06217e-11,5.03279e-09,5.0342e-09,-1361.46
0,0,1.47,-1.00806e-10,5.72569e-11,5.19099e-09,5.19228e-09,-1361.46
0,0,1.5,-1.04836e-10,5.67077e-11,5.31511e-09,5.31644e-09,-1361.46
0,0,1.53,-1.09578e-10,6.02881e-11,5.44116e-09,5.44259e-09,-1361.46
0,0,1.56,-1.15549e-10,6.34439e-11,5.55743e-09,5.559e-09,-1361.46
0,0,1.59,-1.1576e-10,6.81071e-11,5.66894e-09,5.67053e-09,-1361.46
0,0,1.62,-1.19116e-10,5.27321e-11,5.82823e-09,5.82968e-09,-1361.46
0,0,1.65,-1.22867e-10,3.75085e-11,5.9781e-09,5.97948e-09,-1361.46
0,0,1.68,-1.26191e-10,2.29301e-11,6.11134e-09,6.11269e-09,-1361.46
0,0,1.71,-1.32632e-10,5.3139e-12,6.23872e-09,6.24014e-09,-1361.46
0,0,1.74,-1.32504e-10,-1.02515e-11,6.35342e-09,6.35481e-09,-1361.46
0,0,1.77,-1.31295e-10,-2.48061e-11,6.45913e-09,6.46051e-09,-1361.46
0,0,1.8,-1.28944e-10,-4.04131e-11,6.61346e-09,6.61484e-09,-1361.46
0,0,1.83,-1.25277e-10,-5.24365e-11,6.75882e-09,6.76018e-09,-1361.46
0,0,1.86,-1.21479e-10,-5.52678e-11,6.87989e-09,6.88119e-09,-1361.46
0,0,1.89,-1.16419e-10,-5.64932e-11,6.9753e-09,6.9765e-09,-1361.46
0,0,1.92,-1.10125e-10,-5.6851e-11,7.08051e-09,7.08159e-09,-1361.46
0,0,1.95,-1.00113e-10,-4.60697e-11,7.22973e-09,7.23057e-09,-1361.46
0,0,1.98,-8.14998e-11,-3.92167e-11,7.46604e-09,7.46659e-09,-1361.46
0,0,2.01,-7.04933e-11,-2.80503e-11,7.67798e-09,7.67836e-09,-1361.46
0,0,2.04,-6.59997e-11,-9.31757e-12,7.83723e-09,7.83751e-09,-1361.46
0,0,2.07,-6.32537e-11,1.08453e-11,7.89748e-09,7.89774e-09,-1361.46
0,0,2.1,-5.6238e-11,2.36092e-11,7.88727e-09,7.88751e-09,-1361.46
0,0,2.13,-5.44283e-11,3.70057e-11,7.90899e-09,7.90926e-09,-1361.46
0,0,2.16,-5.5496e-11,4.8946e-11,8.02006e-09,8.0204e-09,-1361.46
0,0,2.19,-6.23542e-11,6.05871e-11,8.15305e-09,8.15351e-09,-1361.46
0,0,2.22,-6.95446e-11,6.56474e-11,8.2533e-09,8.25385e-09,-1361.46
0,0,2.25,-7.52407e-11,6.48429e-11,8.37e-09,8.37059e-09,-1361.46
0,0,2.28,-8.24188e-11,6.24925e-11,8.50516e-09,8.50578e-09,-1361.46
0,0,2.31,-8.91344e-11,6.22817e-11,8.6437e-09,8.64438e-09,-1361.46
0,0,2.34,-9.76252e-11,6.52499e-11,8.86798e-09,8.86876e-09,-1361.46
0,0,2.37,-1.0503e-10,6.71508e-11,9.05048e-09,9.05134e-09,-1361.46
0,0,2.4,-1.051e-10,6.99379e-11,9.19181e-09,9.19267e-09,-1361.46
0,0,2.43,-9.66414e-11,5.26092e-11,9.22205e-09,9.22271e-09,-1361.46
0,0,2.46,-8.71982e-11,2.94491e-11,9.20666e-09,9.20712e-09,-1361.46
0,0,2.49,-7.34078e-11,1.03296e-11,9.29149e-09,9.29179e-09,-1361.46
0,0,2.52,-5.3924e-11,-9.2406e-12,9.36915e-09,9.36931e-09,-1361.46
0,0,2.55,-3.25525e-11,-3.01668e-11,9.42095e-09,9.42105e-09,-1361.46
0,0,2.58,3.76853e-12,-5.55633e-11,9.49608e-09,9.49624e-09,-1361.46
0,0,2.61,3.91849e-11,-7.58115e-11,9.59875e-09,9.59913e-09,-1361.46
0,0,2.64,7.20473e-11,-8.44946e-11,9.76365e-09,9.76428e-09,-1361.46
0,0,2.67,1.11766e-10,-9.7067e-11,9.9443e-09,9.94541e-09,-1361.46
0,0,2.7,1.52158e-10,-1.07313e-10,1.0041e-08,1.00428e-08,-1361.46
0,0,2.73,1.86591e-10,-1.02927e-10,1.0189e-08,1.01913e-08,-1361.46
0,0,2.76,2.16284e-10,-1.06336e-10,1.02887e-08,1.02915e-08,-1361.46
0,0,2.79,2.39932e-10,-1.10419e-10,1.03995e-08,1.04028e-08,-1361.46
0,0,2.82,2.58466e-10,-1.05071e-10,1.06423e-08,1.06459e-08,-1361.46
0,0,2.85,2.70425e-10,-1.01976e-10,1.08254e-08,1.08292e-08,-1361.46
0,0,2.88,2.71332e-10,-9.25487e-11,1.10475e-08,1.10512e-08,-1361.46
0,0,2.91,2.49909e-10,-1.20482e-10,1.1107e-08,1.11105e-08,-1361.46
0,0,2.94,2.33017e-10,-1.5161e-10,1.11669e-08,1.11703e-08,-1361.46
0,0,2.97,2.13389e-10,-1.59604e-10,1.13429e-08,1.1346e-08,-1361.46
0,0,3,1.99571e-10,-1.6969e-10,1.14746e-08,1.14776e-08,-1361.46
0,0,3.03,1.87186e-10,-1.98902e-10,1.15296e-08,1.15328e-08,-1361.46
0,0,3.06,1.67951e-10,-2.28383e-10,1.15409e-08,1.15444e-08,-1361.46
0,0,3.09,1.50085e-10,-2.49458e-10,1.15016e-08,1.15053e-08,-1361.46
0,0,3.12,1.41076e-10,-2.50035e-10,1.15439e-08,1.15475e-08,-1361.46
0,0,3.15,1.02179e-10,-2.6611e-10,1.15974e-08,1.16009e-08,-1361.46
0,0,3.18,6.18499e-11,-2.63725e-10,1.1694e-08,1.16971e-08,-1361.46
0,0,3.21,2.84334e-11,-2.47757e-10,1.18747e-08,1.18773e-08,-1361.46
0,0,3.24,-4.81783e-12,-2.32315e-10,1.20449e-08,1.20471e-08,-1361.46
0,0,3.27,-4.01425e-11,-2.27625e-10,1.21892e-08,1.21914e-08,-1361.46
0,0,3.3,-6.51007e-11,-2.1502e-10,1.22119e-08,1.22139e-08,-1361.46
0,0,3.33,-8.95219e-11,-2.01686e-10,1.22637e-08,1.22657e-08,-1361.46
0,0,3.36,-1.15479e-10,-1.85323e-10,1.23937e-08,1.23957e-08,-1361.46
0,0,3.39,-1.38756e-10,-1.66207e-10,1.2525e-08,1.25269e-08,-1361.46
0,0,3.42,-1.80239e-10,-1.73314e-10,1.25657e-08,1.25682e-08,-1361.46
0,0,3.45,-2.15533e-10,-1.85058e-10,1.26176e-08,1.26208e-08,-1361.46
0,0,3.48,-2.57446e-10,-1.72749e-10,1.27102e-08,1.2714e-08,-1361.46
0,0,3.51,-2.94431e-10,-1.64806e-10,1.2944e-08,1.29484e-08,-1361.46
0,0,3.54,-3.2619e-10,-1.57088e-10,1.3187e-08,1.3192e-08,-1361.46
0,0,3.57,-3.51874e-10,-1.48069e-10,1.33616e-08,1.33671e-08,-1361.46
0,0,3.6,-3.7153e-10,-1.39455e-10,1.34933e-08,1.34991e-08,-1361.46
0,0,3.63,-3.87871e-10,-1.31364e-10,1.35925e-08,1.35987e-08,-1361.46
0,0,3.66,-4.07111e-10,-1.26271e-10,1.3754e-08,1.37606e-08,-1361.46
0,0,3.69,-4.28087e-10,-1.21476e-10,1.39572e-08,1.39643e-08,-1361.46
0,0,3.72,-4.40064e-10,-1.23578e-10,1.4091e-08,1.40984e-08,-1361.46
0,0,3.75,-4.19321e-10,-1.27702e-10,1.4285e-08,1.42917e-08,-1361.46
0,0,3.78,-3.93776e-10,-1.27936e-10,1.44599e-08,1.44658e-08,-1361.46
0,0,3.81,-3.713e-10,-1.26644e-10,1.46699e-08,1.46751e-08,-1361.46
0,0,3.84,-3.54655e-10,-1.22102e-10,1.47991e-08,1.48039e-08,-1361.46
0,0,3.87,-3.30243e-10,-1.24554e-10,1.50234e-08,1.50275e-08,-1361.46
0,0,3.9,-3.23119e-10,-1.40437e-10,1.51062e-08,1.51103e-08,-1361.46
0,0,3.93,-3.33164e-10,-1.45874e-10,1.51079e-08,1.51123e-08,-1361.46
0,0,3.96,-3.46242e-10,-1.42579e-10,1.51252e-08,1.51299e-08,-1361.46
0,0,3.99,-3.56048e-10,-1.35443e-10,1.51679e-08,1.51727e-08,-1361.46
0,0,4.02,-3.6368e-10,-1.52447e-10,1.52265e-08,1.52316e-08,-1361.46
0,0,4.05,-3.90784e-10,-1.70124e-10,1.5278e-08,1.52839e-08,-1361.46
0,0,4.08,-4.22836e-10,-1.99025e-10,1.52849e-08,1.5292e-08,-1361.46
0,0,4.11,-4.65104e-10,-2.30513e-10,1.53711e-08,1.53799e-08,-1361.46
0,0,4.14,-5.2297e-10,-2.49946e-10,1.55718e-08,1.55825e-08,-1361.46
0,0,4.17,-5.88886e-10,-2.43423e-10,1.57979e-08,1.58107e-08,-1361.46
0,0,4.2,-6.54993e-10,-2.38011e-10,1.59808e-08,1.5996e-08,-1361.46
0,0,4.23,-7.28602e-10,-2.49094e-10,1.60939e-08,1.61123e-08,-1361.46
0,0,4.26,-7.83703e-10,-2.40858e-10,1.6222e-08,1.62427e-08,-1361.46
0,0,4.29,-8.2578e-10,-2.36683e-10,1.63099e-08,1.63325e-08,-1361.46
0,0,4.32,-8.76517e-10,-2.38168e-10,1.6393e-08,1.64182e-08,-1361.46
0,0,4.35,-9.31803e-10,-2.47638e-10,1.64789e-08,1.65071e-08,-1361.46
0,0,4.38,-9.79219e-10,-2.56702e-10,1.657e-08,1.66009e-08,-1361.46
0,0,4.41,-1.02043e-09,-2.6134e-10,1.66617e-08,1.66949e-08,-1361.46
0,0,4.44,-1.07985e-09,-2.72979e-10,1.68077e-08,1.68446e-08,-1361.46
0,0,4.47,-1.14198e-09,-2.85362e-10,1.69652e-08,1.7006e-08,-1361.46
0,0,4.5,-1.20361e-09,-2.981e-10,1.71203e-08,1.71651e-08,-1361.46
0,0,4.53,-1.27813e-09,-3.146e-10,1.71526e-08,1.72031e-08,-1361.46
0,0,4.56,-1.36427e-09,-3.28536e-10,1.71079e-08,1.71653e-08,-1361.46
0,0,4.59,-1.44232e-09,-3.45073e-10,1.70454e-08,1.71098e-08,-1361.46
0,0,4.62,-1.52275e-09,-3.66466e-10,1.70044e-08,1.70764e-08,-1361.46
0,0,4.65,-1.62451e-09,-3.8175e-10,1.70626e-08,1.7144e-08,-1361.46
0,0,4.68,-1.72466e-09,-3.97917e-10,1.71286e-08,1.72198e-08,-1361.46
0,0,4.71,-1.81003e-09,-4.14417e-10,1.71488e-08,1.7249e-08,-1361.46
0,0,4.74,-1.90407e-09,-4.31361e-10,1.72068e-08,1.73172e-08,-1361.46
0,0,4.77,-1.9949e-09,-4.55972e-10,1.72874e-08,1.74081e-08,-1361.46
0,0,4.8,-2.07812e-09,-4.97045e-10,1.74484e-08,1.75788e-08,-1361.46
0,0,4.83,-2.13609e-09,-5.50787e-10,1.76434e-08,1.77807e-08,-1361.46
0,0,4.86,-2.18422e-09,-5.99152e-10,1.79049e-08,1.80475e-08,-1361.46
0,0,4.89,-2.1801e-09,-7.09397e-10,1.80987e-08,1.82433e-08,-1361.46
0,0,4.92,-2.16463e-09,-8.10283e-10,1.83519e-08,1.84969e-08,-1361.46
0,0,4.95,-2.10945e-09,-9.39627e-10,1.8506e-08,1.86495e-08,-1361.46
0,0,4.98,-2.03813e-09,-1.10227e-09,1.87375e-08,1.88802e-08,-1361.46
0,0,5.01,-1.93244e-09,-1.28983e-09,1.89918e-08,1.91334e-08,-1361.46
0,0,5.04,-1.77457e-09,-1.49728e-09,1.92359e-08,1.93755e-08,-1361.46
0,0,5.07,-1.57283e-09,-1.74869e-09,1.94463e-08,1.9588e-08,-1361.46
0,0,5.1,-1.29971e-09,-2.03436e-09,1.9681e-08,1.98285e-08,-1361.46
0,0,5.13,-9.45827e-10,-2.37227e-09,1.99158e-08,2.00789e-08,-1361.46
0,0,5.16,-3.12803e-10,-2.86865e-09,2.00758e-08,2.02822e-08,-1361.46
0,0,5.19,3.96234e-10,-3.43537e-09,2.01688e-08,2.04631e-08,-1361.46
0,0,5.22,1.2085e-09,-4.05166e-09,2.01977e-08,2.06355e-08,-1361.46
0,0,5.25,1.96176e-09,-4.59584e-09,2.03666e-08,2.09707e-08,-1361.46
0,0,5.28,2.84918e-09,-5.20543e-09,2.05075e-08,2.13488e-08,-1361.46
0,0,5.31,4.62349e-09,-6.24734e-09,2.06377e-08,2.20527e-08,-1361.46
0,0,5.34,6.47269e-09,-7.30299e-09,2.07093e-08,2.28933e-08,-1361.46
0,0,5.37,8.35799e-09,-8.37136e-09,2.0887e-08,2.40042e-08,-1361.46
0,0,5.4,1.02258e-08,-9.42242e-09,2.10905e-08,2.52618e-08,-1361.46
0,0,5.43,1.19527e-08,-1.03538e-08,2.09522e-08,2.625e-08,-1361.46
0,0,5.46,1.55517e-08,-1.20947e-08,2.0955e-08,2.87619e-08,-1361.46
0,0,5.49,1.90616e-08,-1.37305e-08,2.11586e-08,3.16157e-08,-1361.46
0,0,5.52,2.25166e-08,-1.5322e-08,2.13855e-08,3.46281e-08,-1361.46
0,0,5.55,2.70735e-08,-1.745e-08,2.15592e-08,3.87591e-08,-1361.46
0,0,5.58,3.12351e-08,-1.93535e-08,2.15399e-08,4.2593e-08,-1361.46
0,0,5.61,3.69252e-08,-2.16058e-08,2.16816e-08,4.79622e-08,-1361.46
0,0,5.64,4.261e-08,-2.38058e-08,2.21037e-08,5.35807e-08,-1361.46
0,0,5.67,4.90076e-08,-2.63062e-08,2.27021e-08,6.00762e-08,-1361.46
0,0,5.7,5.69178e-08,-2.93664e-08,2.33345e-08,6.81654e-08,-1361.46
0,0,5.73,6.57136e-08,-3.26426e-08,2.33656e-08,7.7005e-08,-1361.46
0,0,5.76,7.55393e-08,-3.58636e-08,2.35452e-08,8.68721e-08,-1361.46
0,0,5.79,8.61535e-08,-3.94706e-08,2.39686e-08,9.7749e-08,-1361.46
0,0,5.82,9.96015e-08,-4.43567e-08,2.29211e-08,1.11415e-07,-1361.46
0,0,5.85,1.1527e-07,-4.92128e-08,2.35573e-08,1.2753e-07,-1361.46
0,0,5.88,1.31646e-07,-5.43067e-08,2.3397e-08,1.44317e-07,-1361.46
0,0,5.91,1.49792e-07,-5.99798e-08,2.37047e-08,1.63087e-07,-1361.46
0,0,5.94,1.68211e-07,-6.55529e-08,2.35968e-08,1.82069e-07,-1361.46
0,0,5.97,1.91166e-07,-7.17134e-08,2.61334e-08,2.0584e-07,-1361.46
0,0,6,2.14825e-07,-7.79282e-08,2.94459e-08,2.30411e-07,-1361.46
0,0,6.03,2.42006e-07,-8.50916e-08,2.98682e-08,2.58262e-07,-1361.46
0,0,6.06,2.71141e-07,-9.26112e-08,3.01821e-08,2.88106e-07,-1361.46
0,0,6.09,3.03602e-07,-1.0086e-07,3.14779e-08,3.21462e-07,-1361.46
0,0,6.12,3.36199e-07,-1.08898e-07,3.32725e-08,3.54959e-07,-1361.46
0,0,6.15,3.71761e-07,-1.17187e-07,3.70404e-08,3.9155e-07,-1361.46
0,0,6.18,4.14086e-07,-1.266e-07,4.11864e-08,4.34961e-07,-1361.46
0,0,6.21,4.59173e-07,-1.3633e-07,3.72199e-08,4.80428e-07,-1361.46
0,0,6.24,5.03017e-07,-1.43956e-07,4.54381e-08,5.2518e-07,-1361.46
0,0,6.27,5.50984e-07,-1.5171e-07,5.87808e-08,5.74503e-07,-1361.46
0,0,6.3,6.23746e-07,-1.64611e-07,6.64127e-08,6.48511e-07,-1361.46
0,0,6.33,6.92998e-07,-1.76286e-07,6.90934e-08,7.18398e-07,-1361.46
0,0,6.36,7.63058e-07,-1.88403e-07,7.07512e-08,7.89151e-07,-1361.46
0,0,6.39,8.33953e-07,-1.98363e-07,7.53002e-08,8.60521e-07,-1361.46
0,0,6.42,9.23468e-07,-2.06642e-07,9.18287e-08,9.5075e-07,-1361.46
0,0,6.45,1.00424e-06,-2.1421e-07,9.57327e-08,1.03129e-06,-1361.46
0,0,6.48,1.09118e-06,-2.22688e-07,1.17851e-07,1.11989e-06,-1361.46
0,0,6.51,1.17992e-06,-2.26012e-07,1.19352e-07,1.20728e-06,-1361.46
0,0,6.54,1.25641e-06,-2.28926e-07,9.73436e-08,1.2808e-06,-1361.46
0,0,6.57,1.33526e-06,-2.31516e-07,7.90556e-08,1.35749e-06,-1361.46
0,0,6.6,1.45748e-06,-2.28644e-07,1.14536e-07,1.47974e-06,-1361.46
0,0,6.63,1.58556e-06,-2.25078e-07,1.31271e-07,1.60682e-06,-1361.46
0,0,6.66,1.7135e-06,-2.22932e-07,1.19742e-07,1.73209e-06,-1361.46
0,0,6.69,1.82035e-06,-2.02054e-07,1.49307e-07,1.8376e-06,-1361.46
0,0,6.72,1.92065e-06,-1.78473e-07,1.69073e-07,1.93632e-06,-1361.46
0,0,6.75,2.05135e-06,-1.51585e-07,1.24798e-07,2.06072e-06,-1361.46
0,0,6.78,2.17685e-06,-1.14535e-07,1.5719e-07,2.18552e-06,-1361.46
0,0,6.81,2.27721e-06,-6.63703e-08,1.56974e-07,2.28358e-06,-1361.46
0,0,6.84,2.38023e-06,-2.36095e-08,1.90388e-07,2.38795e-06,-1361.46
0,0,6.87,2.51777e-06,6.14196e-08,1.58878e-07,2.52353e-06,-1361.46
0,0,6.9,2.56745e-06,1.31071e-07,7.7174e-08,2.57195e-06,-1361.46
0,0,6.93,2.65646e-06,2.45463e-07,-6.70742e-08,2.66862e-06,-1361.46
0,0,6.96,2.69314e-06,3.76496e-07,-1.78222e-07,2.72516e-06,-1361.46
0,0,6.99,2.73422e-06,5.04676e-07,-2.85989e-07,2.79508e-06,-1361.46
0,0,7.02,2.74492e-06,6.66816e-07,-4.18014e-07,2.85551e-06,-1361.46
0,0,7.05,2.71615e-06,8.48753e-07,-6.16688e-07,2.91173e-06,-1361.46
0,0,7.08,2.54799e-06,1.06169e-06,-9.71289e-07,2.92624e-06,-1361.46
0,0,7.11,2.36606e-06,1.32154e-06,-1.36804e-06,3.03583e-06,-1361.46
0,0,7.14,2.25639e-06,1.62207e-06,-1.74608e-06,3.28195e-06,-1361.46
0,0,7.17,1.97556e-06,1.97367e-06,-2.31587e-06,3.62788e-06,-1361.46
0,0,7.2,1.64985e-06,2.33677e-06,-2.89784e-06,4.07185e-06,-1361.46
0,0,7.23,1.16915e-06,2.81091e-06,-3.7322e-06,4.81637e-06,-1361.46
0,0,7.26,4.24724e-07,3.50255e-06,-5.14367e-06,6.23743e-06,-1361.46
0,0,7.29,-3.87845e-07,4.18662e-06,-6.75513e-06,7.95676e-06,-1361.46
0,0,7.32,-1.18862e-06,4.94539e-06,-8.30365e-06,9.73757e-06,-1361.46
0,0,7.35,-1.92315e-06,5.37423e-06,-1.02927e-05,1.17694e-05,-1361.46
0,0,7.38,-3.50454e-06,6.72443e-06,-1.27584e-05,1.48417e-05,-1361.46
0,0,7.41,-5.01575e-06,7.40794e-06,-1.5965e-05,1.83008e-05,-1361.46
0,0,7.44,-6.92661e-06,8.25712e-06,-1.92583e-05,2.2069e-05,-1361.46
0,0,7.47,-9.23592e-06,9.78948e-06,-2.48271e-05,2.82404e-05,-1361.46
0,0,7.5,-1.1644e-05,1.11679e-05,-3.04367e-05,3.44485e-05,-1361.46
0,0,7.53,-1.44079e-05,1.275e-05,-3.63129e-05,4.10947e-05,-1361.46
0,0,7.56,-1.86875e-05,1.53266e-05,-4.49727e-05,5.10556e-05,-1361.46
0,0,7.59,-2.25308e-05,1.68818e-05,-5.57455e-05,6.24515e-05,-1361.46
0,0,7.62,-2.62841e-05,1.82578e-05,-6.64841e-05,7.37858e-05,-1361.46
0,0,7.65,-3.14283e-05,2.05037e-05,-7.99569e-05,8.83247e-05,-1361.46
0,0,7.68,-3.67662e-05,2.34759e-05,-9.33881e-05,0.000103074,-1361.46
0,0,7.71,-4.30959e-05,2.69527e-05,-0.000110629,0.000121747,-1361.46
0,0,7.74,-5.24069e-05,3.17494e-05,-0.000131801,0.000145348,-1361.46
0,0,7.77,-5.93975e-05,3.4193e-05,-0.00015496,0.00016944,-1361.46
0,0,7.8,-7.00202e-05,3.8686e-05,-0.000182219,0.000199005,-1361.46
0,0,7.83,-7.88722e-05,4.06846e-05,-0.000216759,0.000234223,-1361.46
0,0,7.86,-9.23687e-05,4.68868e-05,-0.000259239,0.000279168,-1361.46
0,0,7.89,-0.000108167,5.52132e-05,-0.000308853,0.000331871,-1361.46
0,0,7.92,-0.000125863,6.25939e-05,-0.000362511,0.000388811,-1361.46
0,0,7.95,-0.000144478,6.92114e-05,-0.000421555,0.000450969,-1361.46
0,0,7.98,-0.000161853,7.40418e-05,-0.000479281,0.000511262,-1361.45
0,0,8.01,-0.000184501,8.40638e-05,-0.000560296,0.000595852,-1361.45
0,0,8.04,-0.000207313,8.78279e-05,-0.000631283,0.000670232,-1361.45
0,0,8.07,-0.0002305,9.68133e-05,-0.000713164,0.000755715,-1361.45
0,0,8.1,-0.000262284,0.000107139,-0.000803889,0.000852355,-1361.45
0,0,8.13,-0.000290888,0.000112226,-0.000902375,0.00095472,-1361.45
0,0,8.16,-0.000331313,0.000124856,-0.00100758,0.00106797,-1361.45
0,0,8.19,-0.00036585,0.000134961,-0.00110607,0.00117279,-1361.45
0,0,8.22,-0.000403336,0.000137497,-0.00120854,0.00128146,-1361.45
0,0,8.25,-0.000453358,0.000148751,-0.00129323,0.00137845,-1361.45
0,0,8.28,-0.000496487,0.000163693,-0.00136836,0.00146483,-1361.45
0,0,8.31,-0.000547769,0.000167843,-0.00143686,0.00154686,-1361.45
0,0,8.34,-0.00061311,0.000174507,-0.00145081,0.00158468,-1361.45
0,0,8.37,-0.000659368,0.000187422,-0.00142708,0.00158318,-1361.44
0,0,8.4,-0.000710596,0.000205602,-0.00131622,0.00150985,-1361.44
0,0,8.43,-0.000785219,0.000199036,-0.00113201,0.00139199,-1361.44
0,0,8.46,-0.000836426,0.0001768,-0.000831004,0.00119224,-1361.44
0,0,8.49,-0.000940877,0.000197966,-0.000320912,0.00101362,-1361.44
0,0,8.52,-0.00103707,0.000199945,0.000338077,0.00110896,-1361.43
0,0,8.55,-0.00104338,0.000207257,0.00122019,0.00161878,-1361.43
0,0,8.58,-0.00115123,0.000191831,0.00233558,0.00261095,-1361.42
0,0,8.61,-0.00115503,0.000178047,0.00397332,0.00414162,-1361.42
0,0,8.64,-0.0012673,9.52878e-05,0.00619835,0.0063273,-1361.41
0,0,8.67,-0.00126196,6.54623e-05,0.00831778,0.00841322,-1361.41
0,0,8.7,-0.00152582,-5.0182e-05,0.011533,0.0116336,-1361.4
0,0,8.73,-0.0016429,-2.38367e-05,0.0152113,0.0152997,-1361.39
0,0,8.76,-0.00143164,3.23578e-05,0.0199761,0.0200273,-1361.38
0,0,8.79,-0.00118404,9.25252e-05,0.0255593,0.0255869,-1361.37
0,0,8.82,-0.00197384,-0.000510729,0.0327599,0.0328232,-1361.37
0,0,8.85,-0.00160491,-0.000195395,0.0397503,0.0397831,-1361.36
0,0,8.88,-0.0016449,-0.000334267,0.0482049,0.0482341,-1361.36
0,0,8.91,-0.00126397,-0.000285698,0.0587103,0.0587246,-1361.37
0,0,8.94,-0.00114233,-0.000924108,0.0697881,0.0698036,-1361.36
0,0,8.97,-0.0016017,-0.00117109,0.082194,0.082218,-1361.35
0,0,9,-0.00170052,-0.00113291,0.0959412,0.0959629,-1361.35
0,0,9.03,-0.00135294,-0.00134791,0.112912,0.112928,-1361.37
