Point ID,Points_0,Points_1,Points_2,Points_Magnitude,U_0,U_1,U_2,p
0,3.00977e-05,-0.000333121,6.08182,6.08182,8.62506e-08,-2.66334e-09,8.14762e-08,-2385.54
