Point ID,Points_0,Points_1,Points_2,Points_Magnitude,U_0,U_1,U_2,p
0,-2.67266e-06,-5.0462e-05,2.20707,2.20707,-1.55947e-10,8.26578e-11,2.2326e-08,-2383.95
