Point ID,Points_0,Points_1,Points_2,Points_Magnitude,U_0,U_1,U_2,p
0,-0.000692805,-0.000184708,7.77342,7.77342,-8.79613e-06,7.84075e-07,-1.77265e-06,-2395.65
