Point ID,Points_0,Points_1,Points_2,Points_Magnitude,U_0,U_1,U_2,p
0,-0.000602255,-1.50995e-05,8.64684,8.64684,-0.000447535,-4.38343e-05,-4.22877e-05,-2402.52
