Point ID,Points_0,Points_1,Points_2,Points_Magnitude,U_0,U_1,U_2,p
0,-6.5869e-05,-0.000372768,0.40101,0.40101,2.7319e-11,-1.23122e-11,3.62913e-09,-2383.23
